##name	Lexique de Warhammer 40000
##version	0.0.3
##website	https://github.com/WillScarlettOhara/Dictionnaires
##date	2023-11-09
##description	Dictionnaire pour faciliter la lecture des livres Warhammer 400000 (ɔ) 2023
##sourceLang	French
##targetLang	French
Logaine	Logaine fut un Praetor de l'antique Ière Légion des Dark Angels. 1
Logan Grimnar	Logan Grimnar est l'actuel Loup Suprême des Space Wolves. 1, 2
Lok	Lok est un sergent de la 3ème compagnie des Salamanders. 1
Loki	Loki peut désigner :<ul><li> Loki (Planète) : un planète du Sous-secteur Antimar</li> <li> Secteur Loki : un Secteur du Segmentum Tempestus</li></ul>
Long Croc	Les Longs Crocs sont l'équivalent des Escouades Devastator dans les autres Chapitre Space Marines. Ce titre est propre aux Space Wolves. 1-p.28
Longinus	Le Longinus fut un vaisseau de ligne de l'antique IIIème légion des Emperor's Children. 1
Lorator	Frère "Lorator" fut un Sergent de l'antique IXème légion des Blood Angels. 2
Lord Bellerophon	Le Lord Bellerophon est un Croiseur Lunar affecté à la Flotte de Guerre Scarus. 2
Lord Daros	Le Lord Daros est un Croiseur Lunar affecté à la Flotte de Guerre Gothique. 1
Lord Sylvanus	Le Lord Sylvanus est un Croiseur Tyrant affecté à la Flotte de Guerre Gothique. 1
Lorenzo	Lorenzo est un terme qui peut désigner:<ul><li> Lorenzo (Blood Angel) : Un sergent vétéran des Blood Angels dans la 3ème édition du jeu Space Hulk.</li> <li> Lorenzo (Black Templars)  : Un "Frère d'épée" des Black Templars du Codex.</li> <li> Lorenzo (14. Catachan) : Un soldat du 14ème Régiment de Catachan de la 3ème édition du Codex</li> <li> Lorenzo (222. Catachan) : Un soldat du 222ème Régiment de Catachan de la 3ème édition du Codex</li></ul>
Lorenzo (Blood Angel)	Frère "Lorenzo" est un Sergent Vétéran de la 1ère compagnie des Blood Angels. 1
Lorg	Frère Lorg fut un Dreadnought Contemptor de l'antique XIIème légion des World Eaters. 1
Lorgar	Lorgar est le Primarque de la légion des Word Bearers. Son monde natal est Colchis. Il est caractérisé par sa croyance en un sauveur. Il fait parti des traîtres qui rejoignent l'Hérésie d'Horus. Son statut actuel est celui de Prince-Démon.
Lorgar's Spite	Le Lorgar's Spite fut un cuirassé de l'antique XVIIème légion des Word Bearers. 1
Lorgath Maclir	Lorgath Maclir est le Maître de Chapitre actuel des Storm Wardens. 1
Lorin Alpha	Lorin Alpha est un Monde Ruche impérial servant également de monde de recrutement pour le Chapitre de Space Marines des Fire Angels.1
Lothan	Frère "Lothan" fut un Capitaine des Blood Angels. 1a
Loup Suprême	Le titre de Loup Suprême est l'équivalent du Maître de Chapitre dans les autres Chapitres de l'Adeptus Astartes. Ce titre est propre aux Space Wolves. 1
Loxatl	Les Loxatls sont des Xenos quadrupèdes amphibiens au corps sinueux ressemblant à des varans. Légèrement plus grand qu'un humain, ils sont extrêmement rapides et adroits, et utilisent leurs pattes griffues pour adhérer à n'importe quelle surface, ce qui leur permet de se déplacer sur les murs. Hors de l'eau, l'ouïe, la vue et l'odorat de ces Xenos sont grandement diminuées et ils traquent leur proie en se servant de leur perception des vibrations dans l’air. 1,2, 3
Lsathranil	Lsathranil est un Grand Prophète Eldar. 1
Lucas Hardi	Lucas Hardi (pseudo. 'Docrob'2) est illustrateur ayant contribué aux publications de Mythic Entertainement.
Lucion	Frère "Lucion" fut un Techmarine du chapitre des Blood Angels. 1a
Lucius	Lucius, dit Lucius l'Éternel, est un Space Marine du Chaos de la légion des Emperor's Children. Il incarne l'orgueil caractéristique de sa légion.
Lucius (Homonymie)	Le terme Lucius  peut désigner :<ul><li> Lucius l'Éternel : Un Space Marine du Chaos de la légion des Emperor's Children</li> <li> Lucius (Planète) : Un Monde Forge célèbre de l'Impérium</li></ul>
Lucius (Planète)	Lucius est un Monde Forge du Segmentum Obscurus proche du Monde Chevalier de Dutonis. 2 Il sert de base à la Legio Astorum. 1
Ludoldus	Ludoldus fut un Grand Sénéchal du Chapitre des Black Templars. 1
Lugganath	Ce Vaisseau-Monde est considéré comme renégat par les autres car ses occupants possèdent un idéal proche de celui des Arlequins. En effet, ils prêchent l'abandon de la galaxie pour prendre la Toile comme domaine. Ils désirent en fait fonder un nouvel Empire Eldar à travers la Toile.2
Lukas Chrom	Le Techno-Adepte Lukas Chrom (ou Lukaz Chrom) fut un Capitaine Replicator du Mechanicum. 1
Luna Mendax (Nouvelle)	"Luna Mendax" est une nouvelle de la série L'Hérésie d'Horus. Elle fut publiée une première fois dans le premier volume Les Fils de Lupercal puis une seconde dans le recueil La Guerre des Ombres. Il faut noter qu'en version originale, la nouvelle ne fut pas édité dans le premier tome et qu'elle est également disponible individuellement. 1, 2
Lunar	Le nom "Lunar" est utilisé pour désigner :<ul><li> Croiseur Lunar : une classe de vaisseau de la Flotte Impériale,</li> <li> Lunar Wolves : premier nom de l'antique XVIème Légion Space Marine.</li></ul>
Luther	Luther était un ancien membre de la Légion des Dark Angels, il était aussi le père-adoptif de Lion El'Jonson. Luther fut un des chevaliers les plus acclamé du monde quasi féodal de Caliban. Il est aujourd’hui considéré comme le plus grand traître que la Légion est connue. Au 41ème millénaire il est toujours vivant et il reste enchaîné dans la plus profonde geôle du Roc. 1a
Luther McIntyre	Luther Mcintyre est couverte de déserts souvent balayés par des tempêtes de sable capables d’écorcher vif tout être de chaire qui s’y trouve. La Faune souterraine hostile est majoritairement composé d’Ambulls Fouisseurs et de Mica Dragons au dents acérées.
Lyandro Karras	Lyandro Karras est le chef de l'Équipe d'Extermination Serre. 1
Lycanthroïde	Les Lycanthroïdes sont des démons liés au Dieu du Sang. De forme vaguement humaine, leur corps est couvert de plaques de métal et de morceaux divers d’armures et de câbles. Ces démons gardiens servent en général à surveiller ou protéger des accès et massacrer toute personne qui s’y introduirait. Ils sont invoqués par les Mages de Sang qui les créent en possédant des soldats volontaires du Pacte du Sang. [Source?]
Lysander	Lysander peut désigner :<ul><li> Lysander (Blood Angel) : Un Scout exilé du chapitre des Blood Angels</li> <li> Darnath Lysander : Le capitaine de la 1ère compagnie du chapitre des Imperial Fists</li> <li> Lysander von Choripoli : Un général des armées de croisade du Seigneur  Commandeur Solar Macharius</li> <li> Lysander Targeting Craft : Un appareil volant impérial (Epic Magazine 1)</li></ul>
Lysander (Blood Angel)	Frère "Lysander" est un Scout du chapitre des Blood Angels; et le seul survivant des exilés du capitaine Leonatos.1
Lysimachus Cestus	Lysimachus Cestus fut le Capitaine et commandant de flotte du 7ème Chapitre des Ultramarines au temps de la Grande Croisade et de l'Hérésie d'Horus. 1
Lyssatra	Le Lyssatra, aussi connu sous le nom de Brethren of Thunder, fut une loge guerrière de la Légion des Iron Warriors durant la Grande Croisade. 1
Lyxos	Lyxos est un Monde Chevalier, situé dans l'Ultima Segmentum. 1
Légion	Le mot "Légion" peut désigner :<ul><li> Les Légions de Space Marines : Armées de l'Adeptus Astartes au M31 - Première Fondation Les Légions renégates : légions de la première Fondation rebéllées contre l'Empereur,</li> <li> Les Légions renégates : légions de la première Fondation rebéllées contre l'Empereur,</li> <li> La Legio Custodes : Les gardes du corps personnels de l'Empereur,</li> <li> Les Légions Titaniques : Armées de Titans issues de l'Adeptus Mechanicus,</li> <li> Les Légion Pénales : Des régiments de la Garde Impériale,</li> <li> Légion (Roman) : un roman de Dan Abnett,</li> <li> La Légion des Damnés : Un chapitre de Space Marines loyalistes,</li> <li> La Légion des Damnés (Roman) : Un volume de la série Batailles de l'Astartes,</li></ul>
Légion (Roman)	"Légion" est le septième tome de la série de romans et nouvelles décrivant les évènements de l'Hérésie d'Horus. Cet opus s'attache au destin de la XXèmelégion et de son primarque Alpharius. Mais ce récit est aussi celui des hommes et des femmes des armées de l'Empereur, emportés par les manipulations des puissances occultes qui s'affrontent dans une guerre des ombres.
Légion d'Acier d'Armageddon	La Légion d'Acier d'Armageddon est l'un des Régiments de la Garde Impériale originaires du Monde Ruche d'Armageddon. 1
Légion des Damnés	La "Légion des Damnés", autrefois connu sous le nom de Fire Hawks, 4 est un chapitre mourant au M41.
Légions Titaniques	Une Légion Titanique (ou un Ordre Titanique) voir notes est le nom donné aux armées de titans combattant pour l'Adeptus Mechanicus ou le Mechanicum Noir.Chaque légion est très flexible. Leurs effectifs peuvent varier d'une dizaine de machine pour les petites légions, par exemple la Legio Ordo Sinister, jusqu'à plus d'une centaine pour les grandes légions comme la Legio Destructor. 1Lors de l'intervention dans une campagne, les titans d'une légion peuvent être envoyé sur différents zone d'engagement pour y soutenir les troupes présentes, passant sous le commandement du chef de secteur. 1Chaque légion loyalistes est basée sur un Monde Forge, les traitresses elles se sont presque toutes réfugiées dans l'Œil de la Terreur après l'Hérésie d'Horus. 1
Légions Éclatées	Les Légions Éclatées étaient le nom donné à des groupes d'Astartes indépendants des Légions, formés durant l'Hérésie d'Horus. 1,2
Léopards de Glace	Les Léopards de Glace (ou Ice Leopards) furent une unité de la mystérieuse confrérie des Sœurs du Silence au M31. 1
Léviathan	Léviathan est un terme qui peut désigner:<ul><li>Leviathan (Flotte Ruche) : l'une des Flotte Ruches Tyranides</li> <li>Léviathan (Tank) : Tank Super Lourd de la Garde Impériale.</li> <li>Dreadnought Leviathan : Un modèle de Dreadnought Space Marine</li></ul>
Léviathan (Tank)	Le Léviathan est un véhicule de transport d'assaut super-lourd utilisant le même châssis que le Colossus des Squats. Cet énorme véhicule a été fourni à la Garde Impériale en vertu des accords d'échanges de ressources les Mondes-Ligues Squats et l'Imperium.
M'Pandex	M'Pandex est un Monde Forge du Secteur Gothique. 1
M'khand	M'khand est un Monde Forge du Segmentum Pacificus. 1
Macadhon	Frère Macadhon fut un Sergent de l'antique XVIème légion des Sons of Horus. 1
Macharius	Macharius est un nom qui peut désigner:<ul><li>Macharius (Garde Impériale) : Seigneur Stellaire de la Garde Impériale,</li> <li>Macharius (Tank Lourd) : Tank Super-Lourd</li> <li>Lord Solar Macharius : Croiseur Dictator ayant pris part à la Guerre Gothique</li></ul>
Macharius (Tank Lourd)	Le Macharius est un char super-lourd utilisé par la Garde Impériale. 2
Machine-Démon	Les Machines-Démons sont des engins de guerre aux proportions gigantesques qui arpentent le champ de bataille sur leurs membres mécaniques. 1-p.50
Machine Parasite Cronos	La Machine Parasite Cronos est une monstruosité bio-mécanique utilisée par les Eldars Noirs. 1
Machine de Contagion	La Machine de Contagion est une Machine Démon utilisée par les forces du Chaos de Nurgle. 1
Machine de Tourment Talos	La Machine de Tourment Talos est une monstruosité bio-mécanique utilisée par les Eldars Noirs.
Macragge	Macragge est le monde d'origine des Ultramarines et la capitale du royaume stellaire d'Ultramar.
Macragge's Honour	Le Macragge's Honour fut un vaisseau de l'antique XIIIème légion des Ultramarines. 1
Madail	Madail fut un Prêtre Noir démoniaque d'un Culte Chaotique. 1
Madidus	Frère "Madidus" fut un Sergent de l'antique IXème légion des Blood Angels. 2
Magam Magrog	Magam Magrog dit "the Honnest" est un emissaire Squat.
Magazines (Liste)	Liste alphabétique des périodiques (mensuels, bimensuels, etc.) quelle que soit sa forme (magazine, fanzine, etc.) et sa langue d'origine (Anglais, Français) ayant eut trait à l'univers de Warhammer 40,000.
Mage de Sang	Bien qu'ils puissent porter bien d’autres noms, les Mages de Sang sont les sorcières et sorciers maudits du Pacte du Sang.Ils peuvent posséder des guerriers du Pacte afin de les transformer en Lycanthroïdes. Ce sont aussi les Mages de Sang qui invoquent les Glyph, ces runes de détection. Ces sorciers causent la peur et manient des pouvoirs impliquant le sang. Leur sombre magie est aussi utilisée pour réaliser des divinations en lisant dans les entrailles ou le sang frais des victimes.Anciens psykers renégats ou sorciers formés aux arts sombres du Warp, les Mages de Sang manipulent des énergies colossales servant à invoquer des démons, ouvrir des portails, créer des possédés et lancer des sorts dévastateurs. A terme, ces énergies Warp, si elles ne consument pas totalement le sorcier, altèrent son esprit et ses chairs afin de les remodeler à leur image. 1
Magna-Melta	Le Magna-Melta est une arme à fusion de soutien utilisée par le Predator Infernus et le Caestus Assault Ram. 1
Magnus	Magnus est le Primarque de la Légion des Thousand Sons. Son monde natal est Prospero. Il est caractérisé par une recherche sans limite de la connaissance et, en particulier, des pouvoirs de sorcellerie. Il fait partie des traîtres qui rejoignirent l'Hérésie d'Horus. Magnus est aujourd'hui parvenu au rang de Prince Démon.
Main de Fer	La "Main de Fer" désigne à la fois un rituel spécifique au chapitre des Iron Hands et l'objet rituel utilisé. 1
Maison-019	La Maison-019 est une Maison de Chevaliers Impériale.
Maison Althalos	La Maison Althalos est une Maison de Chevaliers Impériale.
Maison Aramos	La Maison Aramos est une Maison de Chevaliers Impériale.
Maison Arokon	La Maison Arokon est une Maison de Chevaliers Impériale.
Maison Atrax	La Maison Atrax est une Maison de Chevaliers traîtresse qui se joignit aux forces traîtresses durant l'Hérésie d'Horus. 1
Maison Blackskull	La Maison Blackskull est une Maison de Chevaliers Impériale.
